"HRUGIS";"HRU";"HRU_AREA";"linE_AREA";"LULC_SQ";"margin_SQ";"LULC_int";"margin_int";"LULC_ext";"margin_ext";"margintotal_SQ";"margintotal_int";"margintotal_ext"
195;NA;548709;NA;NA;NA;NA;NA;NA;NA;18136.2493481047;24350.4406338626;5942.74676085486
196;NA;521547;NA;NA;NA;NA;NA;NA;NA;19236.3890269202;22911.3600537865;6080.23193081854
197;NA;800811;NA;NA;NA;NA;NA;NA;NA;35634.7405316481;35749.267681077;8751.11896030114
198;NA;925902;NA;NA;NA;NA;NA;NA;NA;31528.1182874356;40614.4141065856;9464.86582271933
199;NA;699909;NA;NA;NA;NA;NA;NA;NA;23832.7746807338;30701.2988015214;7154.69323223588
200;NA;812852;NA;NA;NA;NA;NA;NA;NA;27678.6247423362;35655.5096925661;8309.23263339863
201;NA;923491;NA;NA;NA;NA;NA;NA;NA;31446.0207293884;40508.6563132004;9440.21981104793
202;NA;769571;NA;NA;NA;NA;NA;NA;NA;28003.9133055757;33889.9452854372;8329.14715823961
203;NA;586361;NA;NA;NA;NA;NA;NA;NA;21337.0859995642;25821.8438682256;6346.24622920112
204;NA;418334;NA;NA;NA;NA;NA;NA;NA;15222.7527658588;18422.3630711631;4527.67249194033
205;NA;602153;NA;NA;NA;NA;NA;NA;NA;21911.7409682697;26517.2832960986;6517.16469146506
206;NA;949443;NA;NA;NA;NA;NA;NA;NA;34549.2741548027;41811.0496908555;10275.9205653026
207;NA;907897;NA;NA;NA;NA;NA;NA;NA;31112.9069875458;40353.2860145769;9484.38329569311
208;NA;911053;NA;NA;NA;NA;NA;NA;NA;31221.0605935746;40493.5607050562;9517.35257930261
209;NA;892435;NA;NA;NA;NA;NA;NA;NA;30583.0365640931;39666.0467039972;9322.85887770516
210;NA;898477;NA;NA;NA;NA;NA;NA;NA;30790.0910912242;39934.5953985078;9385.97687883588
211;NA;918387;NA;NA;NA;NA;NA;NA;NA;31472.3909315387;40819.534906569;9593.96751149273
212;NA;710184;NA;NA;NA;NA;NA;NA;NA;24337.4399695596;31565.5389047175;7418.96632158551
213;NA;929652;NA;NA;NA;NA;NA;NA;NA;31328.2180525281;41085.5539454331;10417.6151232404
214;NA;727176;NA;NA;NA;NA;NA;NA;NA;22794.1721817222;31544.4702484682;7618.45922287831
215;NA;826733;NA;NA;NA;NA;NA;NA;NA;25914.9014135667;35863.1947725542;8661.49549587425
216;NA;698919;NA;NA;NA;NA;NA;NA;NA;21908.4238576041;30318.6980890309;7322.41699615346
217;NA;805000;NA;NA;NA;NA;NA;NA;NA;25233.6554098133;34920.4299234531;8433.80374822194
218;NA;581348;NA;NA;NA;NA;NA;NA;NA;18223.024975384;25218.5367641486;6090.65210114451
219;NA;599227;NA;NA;NA;NA;NA;NA;NA;19873.4921703835;27007.6311500786;6806.56475568886
220;NA;519950;NA;NA;NA;NA;NA;NA;NA;18311.2401875636;23275.5927699638;5823.45796838958
221;NA;820978;NA;NA;NA;NA;NA;NA;NA;28912.636497174;36751.1291491477;9194.98197129058
222;NA;987880;NA;NA;NA;NA;NA;NA;NA;34790.475923628;44222.5071364397;11064.2901390762
223;NA;903050;NA;NA;NA;NA;NA;NA;NA;27814.2352374142;40176.1962800452;10239.4952806897
224;NA;609163;NA;NA;NA;NA;NA;NA;NA;18762.4195558706;27101.325789869;6907.17198789742
225;NA;700381;NA;NA;NA;NA;NA;NA;NA;21571.9637781025;31159.5642841641;7941.47383221828
226;NA;721579;NA;NA;NA;NA;NA;NA;NA;22224.8691084415;32102.6516090568;8181.83352543578
227;NA;834618;NA;NA;NA;NA;NA;NA;NA;25929.6399466637;37338.296816789;9318.95118177957
228;NA;983750;NA;NA;NA;NA;NA;NA;NA;32953.2538551918;42541.5487432422;10356.7923122416
229;NA;785077;NA;NA;NA;NA;NA;NA;NA;25970.6996688735;34528.4784465094;8574.80100457228
230;NA;924208;NA;NA;NA;NA;NA;NA;NA;30573.2156203407;40647.6001820096;10094.4234601622
231;NA;817278;NA;NA;NA;NA;NA;NA;NA;27035.9232075039;35944.7109109123;8926.5081201141
232;NA;867876;NA;NA;NA;NA;NA;NA;NA;28709.7277666053;38170.0619942283;9479.15172224402
233;NA;599397;NA;NA;NA;NA;NA;NA;NA;19828.3218963538;26362.0847323286;6546.75910482361
234;NA;668052;NA;NA;NA;NA;NA;NA;NA;21889.5599361407;30057.653466428;7497.06538535994
235;NA;833705;NA;NA;NA;NA;NA;NA;NA;21351.7392099806;36856.1611724825;9591.90877669581
236;NA;493186;NA;NA;NA;NA;NA;NA;NA;12630.821278526;21802.6072819666;5674.18346050881
237;NA;875747;NA;NA;NA;NA;NA;NA;NA;31786.1662650778;38467.299255946;9599.19567273377
238;NA;762293;NA;NA;NA;NA;NA;NA;NA;27668.2329950374;33483.8177598243;8355.60917360293
239;NA;578163;NA;NA;NA;NA;NA;NA;NA;18747.2986291239;25923.2962830935;6506.53878396505
240;NA;511055;NA;NA;NA;NA;NA;NA;NA;16098.8231869631;22536.3539256081;5649.59960459657
241;NA;797829;NA;NA;NA;NA;NA;NA;NA;28372.2125371104;34429.8590885079;8498.42788519429
242;NA;656050;NA;NA;NA;NA;NA;NA;NA;41484.8565117147;29244.0961943278;7685.99681276632
243;NA;952790;NA;NA;NA;NA;NA;NA;NA;29410.7560262502;41872.3016347666;10240.242499354
